,0
daily_pnl,0.2562145131147053
avg_size_usd,0.18904338803394363
win_rate,0.16051156315311865
avg_leverage,0.13586180242327106
num_trades,0.12155678961206051
long_short_ratio,0.10454850851670272
sentiment_num,0.032263435146198186
